Taxon,Species,Trait,Value,Source,Origin
Butterflies,Polyommatus thersites,HostPlantSpec,2,Middleton-Welling_et_al_2020,observation
Butterflies,Polyommatus thersites,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Polyommatus thersites,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Polyommatus thersites,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Polyommatus thersites,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Polyommatus thersites,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Polyommatus thersites,WingIndex,-0.040,Middleton-Welling_et_al_2020,mixte
Butterflies,Polyommatus thersites,WingSpan,29,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara amymone,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara amymone,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara amymone,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara amymone,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara amymone,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara amymone,PupalLoc,buried,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara amymone,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara amymone,WingIndex,0.040,Middleton-Welling_et_al_2020,mixte
Butterflies,Pseudochazara amymone,WingSpan,53,Middleton-Welling_et_al_2020,observation
Butterflies,Pseudochazara anthelea,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020,observation
